,nombre_atrezzo,categoria_atrezzo,seccion_atrezzo,descripcion_atrezzo,largo,ancho,alto,imagen_atrezzo
36,AP8,Aparador,Comedor  Estilo mil novecientos  ,Trinchero 1900 caoba con copete,117,50,160,https://atrezzovazquez.es/admin/img_prod/AP8/AP8-1-720x540.png
37,AST8,Atrezzo astronomia,Astronomía  ,Telescopio naranja trípode madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/AST8/AST8-720x540.png
38,ARC8,Arcon,Dormitorio  Español  ,Arcón cuarterones lisos nogal,90,40,46,https://atrezzovazquez.es/admin/img_prod/ARC8/ARC8-1-720x540.png
39,AR8,Armario,Dormitorio  Mallorquín  ,"Armario mallorquín 3 puertas, la central con espejo.",190,51,200,https://atrezzovazquez.es/admin/img_prod/AR8/AR8-720x540.png
40,ARM8,Armero,Medieval  ,Porta lanzas de madera para 7 lanzas,167,15,120,https://atrezzovazquez.es/admin/img_prod/ARM8/ARM8-1-720x540.png
41,ATD8,Ataud,,Ataúd auténtico nogal sin crucifijo (interior 55x185x30),68,192,44,https://atrezzovazquez.es/admin/img_prod/ATD8/ATD008 (CERRADO).jpg
42,ATR8,Atril,,Atril madera de suelo con pie torneado,33,28,113,https://atrezzovazquez.es/admin/img_prod/ATR8/ATR8-1-720x540.png
43,BAC8,Banco,,Banco sin respaldo tapizado terciopelo patas rectas,185,40,45,https://atrezzovazquez.es/admin/img_prod/BAC8/BAC8-1-720x540.png
44,BAN8,Banqueta,Frances  Góndola  ,Banqueta góndola Luis XVI gris y oro,110,45,82,https://atrezzovazquez.es/admin/img_prod/BAN8/BAN8-1-720x540.png
45,M8,Mesa,Jardín  Mimbre  ,Mesa de mimbre blanco tapa cristal humo (a juego 4 sillas SIL-373 y 2 sillones SI-381),180,94,83,https://atrezzovazquez.es/admin/img_prod/M8/M8-1-720x540.png
46,BA8,Baño,Bañera  ,Ducha hidromasaje,50,35,200,https://atrezzovazquez.es/admin/img_prod/BA8/BA8-720x540.png
47,BAR8,Bargueño,Cubista  ,Pie de bargueño cubista,73,36,75,https://atrezzovazquez.es/admin/img_prod/BAR8/BAR8-720x540.png
0,BRL8,Barril,Bidón  ,Bidón de plástico colores,50,50,80,https://atrezzovazquez.es/admin/img_prod/BRL8/BRL8-1-720x540.png
1,BAS8,Bascula,Farmacia  Hospital  ,Báscula de farmacia para bebés,55,34,20,https://atrezzovazquez.es/admin/img_prod/BAS8/BAS8-720x540.png
2,BAU8,Baul,Almacenaje  Viaje  ,Baúl madera marrón con cinchas cuero,46,21,21,https://atrezzovazquez.es/admin/img_prod/BAU8/BAU8-1-720x540.png
3,BEB8,Bebé,Cochecito  ,Cochecito de bebé inglés cuco con capota azul,120,60,120,https://atrezzovazquez.es/admin/img_prod/BEB8/BEB8-1-720x540.png
4,PER8,Perchero,Cubista  Recibidor  ,Perchero de pared cubista nogal,97,15,180,https://atrezzovazquez.es/admin/img_prod/PER8/PER8-1-720x540.png
5,ESC8,Escaleras,Almacenaje  ,Escalera de 1 subida de madera,67,5,250,https://atrezzovazquez.es/admin/img_prod/ESC8/ESC8-720x540.png
6,BIO8,Biombo,Dormitorio  ,Biombo modernista 3 hojas rojo y damasco oro (espejos detrás),168,4,192,https://atrezzovazquez.es/admin/img_prod/BIO8/BIO8-720x540.png
7,BRA8,Brasero,Calefaccion  ,Brasero bajo redondo de pletina,50,50,55,https://atrezzovazquez.es/admin/img_prod/BRA8/BRA8-1-720x540.png
8,CAB8,Caballete,Pintor  ,Caballete de estudio madera clara con ruedas,62,65,170,https://atrezzovazquez.es/admin/img_prod/CAB8/CAB8-1-720x540.png
9,CAR8,Caja registradora,Tienda  ,Caja registradora con cajón GOLD,41,42,30,https://atrezzovazquez.es/admin/img_prod/CAR8/CAR8-1-720x540.png
10,CAJ8,Caja,Almacenaje  Cajas  ,Caja de embalaje de madera.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CAJ8/CAJ8-720x540.png
11,CA8,Cama,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/CA8/LOGOTIPO VAZQUEZ- 720x540.png
12,REC8,Reclinatorio,Iglesia  Religioso  ,Reclinatorio madera torneado,48,40,86,https://atrezzovazquez.es/admin/img_prod/REC8/REC8-1-720x540.png
13,CARR8,Carretilla,Rústico  ,Carretilla de madera con cajón  y rueda de hierro,170,70,75,https://atrezzovazquez.es/admin/img_prod/CARR8/CARR8-1-720x540.png
14,CSE8,Carro de servicio,Cocina  Comedor  Salón  ,Carro de servicio metal y formica con asas.,62,40,70,https://atrezzovazquez.es/admin/img_prod/CSE8/CSE8-1-720x540.png
15,CH8,Chaiselongue,Jardín  Mimbre  ,Chaiselonge mimbre pintada blanco respaldo bajo,180,65,70,https://atrezzovazquez.es/admin/img_prod/CH8/CH8-1-720x540.png
16,CO8,Cocinas,Cocina  Electrodomestico  ,Cocina eléctrica de mesa 2 fuegos con horno,58,39,40,https://atrezzovazquez.es/admin/img_prod/CO8/CO8-720x540.png
17,CF8,Caja fuerte,,Caja fuerte azul (abierta),48,35,35,https://atrezzovazquez.es/admin/img_prod/CF8/CF8-1-720x540.png
18,COM8,Comoda,Dormitorio  ,Cómoda nogal 5 cajones tapa mármol rosa,120,61,99,https://atrezzovazquez.es/admin/img_prod/COM8/COM8-1-720x540.png
19,CON8,Consola,Imperio  Recibidor  ,Consola imperio metal con tapa mármol,96,33,79,https://atrezzovazquez.es/admin/img_prod/CON8/CON8-1-720x540.png
20,COS8,Cuadro,Costurero  ,,50,40,72,https://atrezzovazquez.es/admin/img_prod/COS8/COS08.bmp
21,CU8,Carteles y anuncios,Caceria  Desnudo  ,Cuadro marco ancho fotografía Venus (Autor Tiziano),280,10,260,https://atrezzovazquez.es/admin/img_prod/CU8/CU8-720x540.png
22,ANU8,Espejo,Tienda  ,Cartel antiguo chapa anuncio americano,15,1,15,https://atrezzovazquez.es/admin/img_prod/ANU8/ANU8-720x540.png
23,ESP8,Estanteria,Recibidor  Salón  ,Espejo marco dorado tallado 4 espejos,150,25,186,https://atrezzovazquez.es/admin/img_prod/ESP8/ESP8-720x540.png
24,ES8,Estufa,Despacho  ,Estanteria plastificada pino,80,40,190,https://atrezzovazquez.es/admin/img_prod/ES8/ES8-720x540.png
25,EST8,Estatua,Calefaccion  ,Estufa chubesqui hierro 3 patas,24,24,60,https://atrezzovazquez.es/admin/img_prod/EST8/EST8-720x540.png
26,ESTAT8,Galan de noche,,Estatua Dama de Elche en piedra,45,35,56,https://atrezzovazquez.es/admin/img_prod/ESTAT8/ESTAT8-1-720x540.png
27,GN8,Aguamaniles,Dormitorio  ,Galán de noche pie tubo cuadrado,40,40,106,https://atrezzovazquez.es/admin/img_prod/GN8/GN8-1-720x540.png
28,AGU8,Fichero,Dormitorio  ,Aguamanil loza blanca liso,1,1,1,https://atrezzovazquez.es/admin/img_prod/AGU8/AGU8-720x450.png
29,F8,Instrumentos musicales,Americano  Despacho  ,Fichero madera alto de persiana,63,43,160,https://atrezzovazquez.es/admin/img_prod/F8/F8-1-720x540.png
30,MUS8,Adornos,Piano  Musica  ,Piano de pared auténtico madera raiz,140,60,130,https://atrezzovazquez.es/admin/img_prod/MUS8/MUS8-1-720x540.png
31,ADO8,Deporte,Salón  ,Adorno pared tabla con coche metal,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO8/ADO8-720x540.png
32,DPT8,Lámpara,Gimnasio  ,Espaldera sencilla de gimnasio,100,10,260,https://atrezzovazquez.es/admin/img_prod/DPT8/GIM9-750540.png
33,LAM8,Artículos de fumador,Lámpara de mesa  Salón  ,Lámpara de mesa de bronce esfinge,1,1,1,https://atrezzovazquez.es/admin/img_prod/LAM8/LAM8-720x540.png
34,FUM8,Aspiradoras,Cenicero  ,Cenicero cristal grueso,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM8/FUM8-720x540.png
35,ASP8,Azulejos y platos de pared,Electrodomestico  ,Aspiradora antigua roja con ruedas,1,1,1,https://atrezzovazquez.es/admin/img_prod/ASP8/ASP8-720x540.png
36,AZP8,Bandejas,Decoración  Talavera  ,Platos de Talavera de pared diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/AZP8/AZP8-720x540.png
37,BAD8,Atrezzo de bar y cafetería,,Bandeja antigua chapa decorada,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD8/BAD8-720x540.png
38,BYC8,Atrezzo colegio,Bar y cafetería  ,Botellas cristal transparente de coctel,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC8/BYC8(BAR8-720x540).png
39,COL8,Atrezzo despacho,Colegio  ,Bolsa cartera tela mundial 82,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL8/COL8-720x540.png
40,DES8,Moda y costura,Despacho  Escribanías y tinteros  ,Escribanía con tintero metal flor,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES8/DES8-720x540.png
41,CST8,Cementerio,Avíos de costura  ,Cabeza de modista de poliespan,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST8/CST8-720x540.png
42,CEM8,Chimenea,Cruces  ,Cruz de cementerio de hierro,1,1,1,https://atrezzovazquez.es/admin/img_prod/CEM8/CEM8-720x540.png
43,CHI8,Cristalería,,Par de morillos de hierro con portamacetas,1,1,55,https://atrezzovazquez.es/admin/img_prod/CHI8/CHI8-720x540.png
44,CRI8,Macetero,,Copas cristal verde hoja tallada.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI8/CRI8-720x540.png
45,MC8,Mesilla,Comedor  Salón  ,Macetero madera cuadrado pintado mármol,62,62,83,https://atrezzovazquez.es/admin/img_prod/MC8/MC8-1-720x540.png
46,ME8,Ventilador,Dormitorio  Frances  ,Mesilla francesa clara patas estriadas,51,36,48,https://atrezzovazquez.es/admin/img_prod/ME8/ME8-1-720x540.png
47,VET8,otros,,Ventilador de mesa gris,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET8/VET8-720x540.png
0,REL8,Reloj,Salón  ,Reloj de pie caoba y oro cabeza redonda,45,26,187,https://atrezzovazquez.es/admin/img_prod/REL8/REL8-1-720x540.png
1,TEL8,Telefonía,,Teléfono de pared antiguo de madera figurado,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL8/TLF8-720x540.png
2,MYN8,Maletas y neceseres de viaje,Viaje  ,Maleta antigua  cuero marrón claro,75,50,25,https://atrezzovazquez.es/admin/img_prod/MYN8/MYN8-720x540.png
3,MYC8,Maletines y carteras,,Maletines ejecutivo skay,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYC8/MYC8-720x540.png
4,LYR8,Libros y revistas,,Libros antiguos encuadernación piel,0,0,0,https://atrezzovazquez.es/admin/img_prod/LYR8/LYR8-720x540.png
5,TOC8,Objetos de tocador,Tocador  ,Juego de tocador de loza colores (3 piezas),0,0,0,https://atrezzovazquez.es/admin/img_prod/TOC8/TOC8-720x540.png
6,VAJ8,Vajilla,Cocina  ,Platos Duralex blancos ondas,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAJ8/VAJ8-720x540.png
7,JUG8,Juguetes,Juguete  ,"Escopetas, fusiles y metralletas de juguete",0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG8/JUG8-720x540.png
8,JAR8,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra estaño con tapa asa negra,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR8/JAR8-720x540.png
9,TYV8,Televisores y vídeos,Televisor  ,"Televisión caja madera Werner 21"" (B/N)",0,0,0,https://atrezzovazquez.es/admin/img_prod/TYV8/TYV8-1-720x540.png
10,MYS8,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces grandes caja madera frontal granate,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS8/MYS8-720x540.png
11,TP8,Tapices y estandartes,Palacio  ,Tapiz pintado paisaje goyesco,150,0,210,https://atrezzovazquez.es/admin/img_prod/TP8/TP8-720x540.png
12,ML8,Librería,Cubista  Despacho  ,LIBRERÍA DESPACHO CUBISTA 3 CUERPOS,183,44,168,https://atrezzovazquez.es/admin/img_prod/ML8/ML8-720x540.png
13,MED8,Atrezzo medicina,Hospital  Medicina  ,Caja antigua de madera para medicinas,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED8/MED8-720x540.png
14,HOS8,Hospitales,Camillas  Hospital  Medicina  ,Camilla niquelada tapizada skay,180,55,80,https://atrezzovazquez.es/admin/img_prod/HOS8/HOS8-1-720x540.png
15,VAA8,Atrezzo vario,,Candados antiguos hierro y metal con sus llaves,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA8/VAA8-720x540.png
16,GRA8,Gramófonos y gramolas,Musica  ,Gramófono caja octogonal con bocina,0,0,0,https://atrezzovazquez.es/admin/img_prod/GRA8/GRA8-720x540.png
17,ARA8,Atrezzo Árabe,Arabe  ,Jamuga árabe marquetería y cuero,67,47,88,https://atrezzovazquez.es/admin/img_prod/ARA8/ARA8-1-720x540.png
18,SI8,Sillón,Frances  Salón  Sillería  ,Sillón Luis XVI blanco y oro tapizado damasco azul,59,52,102,https://atrezzovazquez.es/admin/img_prod/SI8/SI8-1-720x540.png
19,RAD8,Radios,,Radio antigua caja madera rejilla y dial cristal 4 mandos,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD8/RAD008 Radio nogal 4 mandos dial crsital.jpg
20,JAM8,Jamuga,Medieval  ,Jamuga de listones con respaldo tallado,60,50,70,https://atrezzovazquez.es/admin/img_prod/JAM8/JAM8-1-720x540.png
21,MV8,Muebles varios,Años setenta  Mueble bar  ,Mueble bar con puerta skay rojo,80,40,80,https://atrezzovazquez.es/admin/img_prod/MV8/MV8-1-720x540.png
22,JAU8,Jaula,,Jaula mediana de plástico,1,1,1,https://atrezzovazquez.es/admin/img_prod/JAU8/JAU8-720x540.png
23,JUE8,Juego,Bar y cafetería  Casino  ,Máquina tragaperras forrada nogal,45,50,161,https://atrezzovazquez.es/admin/img_prod/JUE8/JUE8-1-720x540.png
24,SIL8,Silla,Frances  Sillería  ,Silla Luis XVI blanca y oro tapizada azul,47,42,95,https://atrezzovazquez.es/admin/img_prod/SIL8/SIL8-1-720x540.png
25,MEC8,Mecedora,,Mecedora colonial balaustres tapizada,73,79,97,https://atrezzovazquez.es/admin/img_prod/MEC8/MEC8-1-720x540.png
26,MOS8,Mostrador,Tienda  ,Expositor de libros tubo gris,80,40,210,https://atrezzovazquez.es/admin/img_prod/MOS8/MOS8 720x540.png
27,S8,Sofá,Frances  Salón  Sillería  ,Sofá Luis XVI blanco y oro tapizado damasco,117,52,102,https://atrezzovazquez.es/admin/img_prod/S8/S8-1-720x540.png
28,ILU8,Iluminación,Cine  ,Caja porta pantallas de iluminación,109,19,42,https://atrezzovazquez.es/admin/img_prod/ILU8/ILU8-720x540.png
29,PV8,Pie de vela,Candelero  Iglesia  Medieval  ,Candelero de suelo 1 luz con faldón cruces,50,50,180,https://atrezzovazquez.es/admin/img_prod/PV8/PV8 (HAY 2) 720x540.png
30,SEC8,Secreter,Jacobino  Salón  ,Secreter jacobino nogal tallado borde rizado,83,40,100,https://atrezzovazquez.es/admin/img_prod/SEC8/SEC8 720x540.png
31,VI8,Vitrina,Comedor  Inglesa  Salón  ,Vitrina inglesa nogal puerta cristal viselado,72,37,185,https://atrezzovazquez.es/admin/img_prod/VI8/VI8-1-720x540.png
32,PEL8,Peluquería,,Sillones de barbero antiguos reclinables hierro tapizados skay azul,70,90,100,https://atrezzovazquez.es/admin/img_prod/PEL8/PEL8-1-720x540.png
33,SR8,Silla de ruedas,Hospital  ,Silla de ruedas plegable tapizada terciopelo marrón,1,1,1,https://atrezzovazquez.es/admin/img_prod/SR8/SR8-1-720x540.png
34,PC8,Pizarra,Colegio  Despacho  ,Pizarra blanca Villeda con marco,125,5,80,https://atrezzovazquez.es/admin/img_prod/PC8/PC8-720x540.png
35,BUZ8,Buzones,Calle  ,Buzón de correos hierro gris,60,60,173,https://atrezzovazquez.es/admin/img_prod/BUZ8/BUZ8-720x540.png
36,ADP8,Animales disecados en panoplia,,Panoplia con cuernos de ciervo,55,40,80,https://atrezzovazquez.es/admin/img_prod/ADP8/ADP8-720x540.png
37,CAM8,Cámara fotos y vídeo,Proyectores de super ocho  ,Proyector 8mm EUMIC,1,1,1,https://atrezzovazquez.es/admin/img_prod/CAM8/CAM8-720x540.png
38,JUZ8,Juzgado,Juzgados  ,Barandilla de juzgado balaustres nogal de 1´30 metros,130,70,85,https://atrezzovazquez.es/admin/img_prod/JUZ8/JUZ8-720x540.png
39,QIN8,Quinqués,,Quinqué cristal verde,1,1,1,https://atrezzovazquez.es/admin/img_prod/QIN8/QIN8-720x540.png
40,MOU8,Mobiliario urbano,Calle  ,Papelera de calle redonda con pie,0,0,0,https://atrezzovazquez.es/admin/img_prod/MOU8/MOU8-1-720x540.png
41,LOG8,Logicine,Jarrón  ,Jarrón grande panzudo dorado,55,55,60,https://atrezzovazquez.es/admin/img_prod/LOG8/JAR161-1-logicine-720x540.png
42,CDM8,Centro de mesa,Adorno  ,Centro de mesa cobre y metal,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM8/CDM8-720x540.png
43,PAP8,Papelera,,Papelera de acero redonda,0,0,0,https://atrezzovazquez.es/admin/img_prod/PAP8/PAP8-720x540.png
44,FIG8,Figuras,Adorno  ,Figura de chapa negra gallina,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG8/FIG8-720x540.png
45,PLA8,Playa,Hamaca  Jardín  ,Hamaca de madera Mid Century tela rayas,0,0,0,https://atrezzovazquez.es/admin/img_prod/PLA8/PLA8-1-720x540.png
46,REG8,Religión,Cruces  Religioso  ,Crucifijo de pared Cristo plateado,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG8/REG8-720x540.png
47,RU8,Rural,Rústico  ,Polipasto de 2 poleas de 28cm,0,0,0,https://atrezzovazquez.es/admin/img_prod/RU8/RU8-720x540.png
0,ALA9,Alacena,Cocina  ,Alacena de colgar con puertas celosía,67,34,57,https://atrezzovazquez.es/admin/img_prod/ALA9/ALA9-720x540.png
1,ALF9,Alfombra,Comedor  Frances  Salón  ,Alfombra francesa redonda dibujos azules,140,140,1,https://atrezzovazquez.es/admin/img_prod/ALF9/ALF9-720x540.png
2,AFC9,Alfombra de cama,Comedor  ,Alfombrín de cama pelo lana rojo flores,120,63,1,https://atrezzovazquez.es/admin/img_prod/AFC9/AFC9-720x540.png
3,AP9,Aparador,Comedor  Estilo mil novecientos  ,Trinchero 1900 claro con estante y copete,109,50,160,https://atrezzovazquez.es/admin/img_prod/AP9/AP9-1-720x540.png
4,ARC9,Arcon,Palacio  ,Arcón tapa piramidal tapizado damasco y oro,83,32,60,https://atrezzovazquez.es/admin/img_prod/ARC9/ARC009-1-720x540.png
5,AR9,Armario,Dormitorio  ,"Armario roble 2 puertas,una con espejo y cajones",130,54,227,https://atrezzovazquez.es/admin/img_prod/AR9/AR9-720x540.png
6,ARM9,Armero,Gótico  ,Porta-lanzas gótico recortado,94,24,116,https://atrezzovazquez.es/admin/img_prod/ARM9/ARM9-1-720x540.png
7,ATD9,Ataud,,Ataúd de niño ambientado,98,42,32,https://atrezzovazquez.es/admin/img_prod/ATD9/ATD9-1-720x540.png
8,ATR9,Atril,Religioso  ,Atril-facistol nogal cerrado,66,40,110,https://atrezzovazquez.es/admin/img_prod/ATR9/ATR9-1-720x540.png
9,BAC9,Banco,,Banco tapizado patas torneadas,115,38,40,https://atrezzovazquez.es/admin/img_prod/BAC9/BAC9-2-720x540.png
10,BAN9,Banqueta,,Banqueta tapas rectas asiento tapizado,80,40,45,https://atrezzovazquez.es/admin/img_prod/BAN9/BAN9-1-720x540.png
11,M9,Mesa,Forja  Jardín  ,Mesa de jardín forja blanca tapa fibra,80,80,73,https://atrezzovazquez.es/admin/img_prod/M9/M9-1-720x540.png
12,BA9,Baño,Bañera  ,Bañera de empotrar blanca,120,70,41,https://atrezzovazquez.es/admin/img_prod/BA9/BA9-720x540.png
13,BAR9,Bargueño,Español  ,Bargueño nogal tapa marquetería con mesa,73,35,130,https://atrezzovazquez.es/admin/img_prod/BAR9/BAR9-1-720x540.png
14,BRL9,Barril,Bidón  ,Bidón de chapa pintado gris,60,60,150,https://atrezzovazquez.es/admin/img_prod/BRL9/BRL9-720x540.png
15,BAS9,Bascula,Tienda  ,Balanza de mesa nogal con 2 platillos metal,48,20,20,https://atrezzovazquez.es/admin/img_prod/BAS9/BAS9-720x540.png
16,BAU9,Baul,Almacenaje  Viaje  ,Baúl madera y chapa con patas,80,44,60,https://atrezzovazquez.es/admin/img_prod/BAU9/BAU9-1-720x540.png
17,BEB9,Bebé,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/BEB9/LOGOTIPO VAZQUEZ- 720x540.png
18,PER9,Perchero,Italiano  Recibidor  ,Perchero de pared italiano formica con cuadro y espejo,88,10,185,https://atrezzovazquez.es/admin/img_prod/PER9/PER9-720x540.png
19,ESC9,Escaleras,,Escalera rústica de 1 subida de madera,39,6,260,https://atrezzovazquez.es/admin/img_prod/ESC9/ESC9-720x540.png
20,BIO9,Biombo,Dormitorio  Forja  Jardín  ,Biombo 3 hojas de forja pintado dorado,165,4,170,https://atrezzovazquez.es/admin/img_prod/BIO9/BIO9-720x540.png
21,BRA9,Brasero,Calefaccion  ,Brasero bajo pletina hierro con patas,35,35,40,https://atrezzovazquez.es/admin/img_prod/BRA9/BRA9-1-720x540.png
22,CAB9,Caballete,Pintor  ,Caballete de pintor negro 3 pies,52,52,156,https://atrezzovazquez.es/admin/img_prod/CAB9/CAB9-720x540.png
23,CAR9,Caja registradora,Tienda  ,Caja registradora NCR sin cajón,37,42,20,https://atrezzovazquez.es/admin/img_prod/CAR9/CAR9-720x540.png
24,CAJ9,Caja,Almacenaje  Cajas  ,Cajón de embalaje de madera asas cuerda,95,44,59,https://atrezzovazquez.es/admin/img_prod/CAJ9/CAJ9-720x520.png
25,CA9,Cama,Años setenta  Cabecero  Dormitorio  ,Cabecero tapizado capitoné crema con mesillas,252,15,94,https://atrezzovazquez.es/admin/img_prod/CA9/CA9-720x540.png
26,REC9,Reclinatorio,Enea  Iglesia  Religioso  ,Reclinatorio madera y enea con cojín terciopelo verde,49,44,89,https://atrezzovazquez.es/admin/img_prod/REC9/REC9-1-720x540.png
27,CARR9,Carretilla,Profesiones  ,Carro de torero con cuernos,100,55,104,https://atrezzovazquez.es/admin/img_prod/CARR9/CARR009 copia.jpg
28,CSE9,Carro de servicio,Cocina  Comedor  Salón  ,Carro de servicio metal y formica con asas y ruedas grandes,62,40,70,https://atrezzovazquez.es/admin/img_prod/CSE9/CSE9-1-720x540.png
29,CH9,Chaiselongue,Descatalogado  ,Descatalogado,1,1,1,https://atrezzovazquez.es/admin/img_prod/CH9/LOGOTIPO VAZQUEZ- 720x540.png
30,CO9,Cocinas,Electrodomestico  Cocina  ,Cocina de gas de mesa 3 fuegos con horno,53,50,45,https://atrezzovazquez.es/admin/img_prod/CO9/CO9-720x540.png
31,COM9,Comoda,Dormitorio  ,Cómoda nogal 4 cajones con marquetería en un cajón y tapa mármol,121,61,104,https://atrezzovazquez.es/admin/img_prod/COM9/COM9-1-720x540.png
32,CON9,Consola,Inglesa  Recibidor  ,Consola inglesa medio punto nogal,88,44,75,https://atrezzovazquez.es/admin/img_prod/CON9/CON9-1-720x540.png
33,COS9,Cuadro,Costurero  ,,53,36,67,https://atrezzovazquez.es/admin/img_prod/COS9/COS09.bmp
34,CU9,Carteles y anuncios,Retratos  ,Cuadro marco liso marrón fotografía Sísifo (Autor Tiziano),183,10,205,https://atrezzovazquez.es/admin/img_prod/CU9/CU9-720x540.png
35,ANU9,Espejo,Tienda  ,Cartel antiguo chapa anuncio americano,15,1,15,https://atrezzovazquez.es/admin/img_prod/ANU9/ANU9-720x540.png
36,ESP9,Estanteria,Dormitorio  Salón  ,Espejo marco terciopelo rojo aplicaciones metal,100,5,165,https://atrezzovazquez.es/admin/img_prod/ESP9/ESP9-720x540.png
37,ES9,Estufa,Rústico  ,Estanteria rustica acuñada,82,22,167,https://atrezzovazquez.es/admin/img_prod/ES9/ES9-1-720x540.png
38,EST9,Estatua,Calefaccion  ,Estufa chubesqui hierro 3 patas,22,22,50,https://atrezzovazquez.es/admin/img_prod/EST9/EST9-720x540.png
39,ESTAT9,Galan de noche,Religioso  ,Estatua Ángel de piedra (peana 26x26),36,30,105,https://atrezzovazquez.es/admin/img_prod/ESTAT9/ESTAT9-1-720x540.png
40,GN9,Aguamaniles,Dormitorio  ,Galán de noche pie tubo niquelado y madera,40,40,110,https://atrezzovazquez.es/admin/img_prod/GN9/GN9-1-720x540.png
41,AGU9,Fichero,Dormitorio  ,Aguamanil loza blanca liso pequeño,1,1,1,https://atrezzovazquez.es/admin/img_prod/AGU9/AGU9-720x450.png
42,F9,Instrumentos musicales,Americano  Despacho  ,Fichero madera claro de persiana,42,36,120,https://atrezzovazquez.es/admin/img_prod/F9/F9-1-720x540.png
43,MUS9,Adornos,Piano  Musica  ,Piano de pared auténtico nogal con columnas,130,60,120,https://atrezzovazquez.es/admin/img_prod/MUS9/MUS9-720x540.png
44,ADO9,Deporte,Salón  ,Adorno pared loza mariposa colores,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO9/ADO9-720x540.png
45,DPT9,Lámpara,Gimnasio  ,Cama elástica redonda,100,100,30,https://atrezzovazquez.es/admin/img_prod/DPT9/DPT9-1-720x540.png
46,LAM9,Artículos de fumador,Lámpara de mesa  Salón  ,Lámpara de mesa cobre peana redonda,1,1,1,https://atrezzovazquez.es/admin/img_prod/LAM9/LAM9-720x540.png
47,FUM9,otros,Cenicero  ,Cenicero cuero repujado,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM9/FUM9-720x540.png
0,ASP9,Aspiradoras,Electrodomestico  ,Aspiradora azul oscuro recta,1,1,1,https://atrezzovazquez.es/admin/img_prod/ASP9/ASP9-720x540.png
1,AZP9,Azulejos y platos de pared,Decoración  ,Platos de colgar de pared diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/AZP9/AZP9-720x540.png
2,BAD9,Bandejas,,Bandeja grande antigua borde metal calado con asas,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD9/BAD9-720x540.png
3,BYC9,Atrezzo de bar y cafetería,Bar y cafetería  ,Botellas cristal caramelo,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC9/BYC9(BAR9-720x540).png
4,COL9,Atrezzo colegio,Colegio  ,Cartera colegio amarilla,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL9/COL9-720x540.png
5,DES9,Atrezzo despacho,Despacho  Escribanías y tinteros  ,Escribanía metal gótica 4 piezas,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES9/DES9-720x540.png
6,CST9,Moda y costura,Costurero  ,Costurero de madera plegable de mano,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST9/CST9-720x540.png
7,CEM9,Cementerio,Cruces  ,Cruz de cementerio figurada mármol,42,21,125,https://atrezzovazquez.es/admin/img_prod/CEM9/CEM9-1-720x540.png
8,CHI9,Chimenea,,Par de morillos de hierro forja,1,1,88,https://atrezzovazquez.es/admin/img_prod/CHI9/CHI9-720x540.png
9,CRI9,Cristalería,,Copas cristal de champan altas,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI9/CRI9-720x540.png
10,MC9,Macetero,Columna  Jardín  ,Columna escayola cuadrada pintada,20,20,100,https://atrezzovazquez.es/admin/img_prod/MC9/MC9-1-720x540.png
11,ME9,Mesilla,Dormitorio  ,Mesilla blanca y oro 2 cajones,50,33,57,https://atrezzovazquez.es/admin/img_prod/ME9/ME9-1-720x540.png
