,nombre_atrezzo,categoria_atrezzo,seccion_atrezzo,descripcion_atrezzo,largo,ancho,alto,imagen_atrezzo
12,VET9,Ventilador,,Ventilador de mesa aspas marrones,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET9/VET9-720x540.png
13,REL9,Reloj,Salón  ,Reloj de pared madera 2 columnas esfera dorada cristal dibujo oro,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL9/REL9-720x540.png
14,TEL9,Telefonía,,Teléfono de pared madera antiguo figurado,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL9/TLF9-720x540.png
15,MYN9,Maletas y neceseres de viaje,Viaje  ,Maleta antigua cuero claro bordes cuero y cierres metal,45,35,25,https://atrezzovazquez.es/admin/img_prod/MYN9/MYN9-720x540.png
16,MYC9,Maletines y carteras,,Carteras de cuero,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYC9/MYC9-720x540.png
17,LYR9,Libros y revistas,,Libros antiguos encuadernación rústica,0,0,0,https://atrezzovazquez.es/admin/img_prod/LYR9/LYR9-720x540.png
18,TOC9,Objetos de tocador,Tocador  ,Juego de tocador de plástico (5 piezas),0,0,0,https://atrezzovazquez.es/admin/img_prod/TOC9/TOC9-720x540.png
19,VAJ9,Vajilla,Cocina  ,Platos loza borde greca,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAJ9/VAJ9-720x540.png
20,JUG9,Juguetes,Juguete  ,Juego antiguo Exin Astro con su caja,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG9/JUG9-720x540.png
21,JAR9,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra baja barro vidriado forma azul y verde,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR9/JAR9-720x540.png
22,CF9,Caja fuerte,,Caja fuerte crema con rueda,37,25,42,https://atrezzovazquez.es/admin/img_prod/CF9/CF9-1-720x540.png
23,TYV9,Televisores y vídeos,Televisor  ,"Televisión LCD plano Saivod 26""",80,24,47,https://atrezzovazquez.es/admin/img_prod/TYV9/TYV9 720x540.png
24,MYS9,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces altos caja madera negra,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS9/MYS9-720x540.png
25,TP9,Tapices y estandartes,Palacio  ,Repostero pintado Águila franquista,140,0,140,https://atrezzovazquez.es/admin/img_prod/TP9/TP9 (ESD002-720X540).png
26,ML9,Librería,Despacho  Jacobino  ,Libería despacho jacobina puerta central cristal,210,54,200,https://atrezzovazquez.es/admin/img_prod/ML9/ML9-720x540.png
27,MED9,Atrezzo medicina,Hospital  Medicina  ,Aparato audífono con su caja,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED9/MED9-720x540.png
28,HOS9,Hospitales,Medicina  Hospital  ,Cama de hospital tubo blanco somier articulado,0,0,0,https://atrezzovazquez.es/admin/img_prod/HOS9/HOS9 720x540.png
29,VAA9,Atrezzo vario,,Juego de ganzúas con aro,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA9/VAA9-720x540.png
30,GRA9,Gramófonos y gramolas,Musica  ,Gramófono caja nogal marquetería con bocina,0,0,0,https://atrezzovazquez.es/admin/img_prod/GRA9/GRA9-720x540.png
31,ARA9,Atrezzo Árabe,Arabe  ,Farol árabe metal calado,23,23,45,https://atrezzovazquez.es/admin/img_prod/ARA9/ARA9-1-720x540.png
32,AST9,Atrezzo astronomia,Astronomía  ,Esfera armilar con pie de madera,20,20,30,https://atrezzovazquez.es/admin/img_prod/AST9/AST9-1-720x540.png
33,SI9,Sillón,Frances  Navidad  Salón  Sillería  ,Sillón Luis XV dorado tapizado terciopelo rojo,64,55,110,https://atrezzovazquez.es/admin/img_prod/SI9/SI9-1-720x540.png
34,RAD9,Radios,,Radio antigua caja madera frontal baquelita,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD9/RAD9-720x540.png
35,JAM9,Jamuga,Medieval  ,Jamuga de listones con respaldo,60,50,70,https://atrezzovazquez.es/admin/img_prod/JAM9/JAM9-1 (HAY 4)-720x540.png
36,MV9,Muebles varios,Años setenta  Mueble bar  ,Mueble bar embero con patas tubo,71,32,120,https://atrezzovazquez.es/admin/img_prod/MV9/MV9-1-720x540.png
37,JAU9,Jaula,,Jaula japonesa varilla blanca,1,1,1,https://atrezzovazquez.es/admin/img_prod/JAU9/JAU9-720x540.png
38,JUE9,Juego,Bar y cafetería  ,Máquina de juego MASTHER,60,77,170,https://atrezzovazquez.es/admin/img_prod/JUE9/JUE9-1-720x540.png
39,SIL9,Silla,Frances  Sillería  ,Silla Luis XIV dorada tapizada terciopelo rojo,50,46,105,https://atrezzovazquez.es/admin/img_prod/SIL9/SIL9-1-720x540.png
40,MEC9,Mecedora,,Sillón basculante balaustres con cojines,63,80,96,https://atrezzovazquez.es/admin/img_prod/MEC9/MEC9-1-720x540.png
41,MOS9,Mostrador,Tienda  ,Mesa con vitrina,145,86,90,https://atrezzovazquez.es/admin/img_prod/MOS9/MOS9-1-720x540.png
42,S9,Sofá,Frances  Salón  Sillería  ,Sofá Luis XIV dorado tapizado rojo,130,55,110,https://atrezzovazquez.es/admin/img_prod/S9/S9-1-720x540.png
43,ILU9,Iluminación,,Pantalla fluorescente gris punta plana de 1,1,1,1,https://atrezzovazquez.es/admin/img_prod/ILU9/ILU9-720X540.png
44,PV9,Pie de vela,Hachero  Iglesia  Medieval  ,Hachero de suelo alto 3 luces en aro,0,0,0,https://atrezzovazquez.es/admin/img_prod/PV9/PV9-720x540.png
45,SEC9,Secreter,Inglesa  Salón  ,Secreter nogal liso 3 cajones,100,45,110,https://atrezzovazquez.es/admin/img_prod/SEC9/SEC9-1-720x540.png
46,VI9,Vitrina,Comedor  Modernista  Salón  ,Vitrina modernista clara puerta cristal,44,33,145,https://atrezzovazquez.es/admin/img_prod/VI9/VI9 (HAY 2) 720x540.png
47,PEL9,Peluquería,Giratorio  ,Sillones de peluquería pie niquelado giratorios tapizados skay corinto,51,59,78,https://atrezzovazquez.es/admin/img_prod/PEL9/PEL9-1-720x540.png
0,SR9,Silla de ruedas,Hospital  ,Silla de ruedas plegable antigua tapizada marrón,1,1,1,https://atrezzovazquez.es/admin/img_prod/SR9/SR9-720x540.png
1,PC9,Pizarra,Colegio  Despacho  ,Pizarra de corcho marco aluminio,150,5,100,https://atrezzovazquez.es/admin/img_prod/PC9/PC9-720x540.png
2,CAM9,Cámara fotos y vídeo,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/CAM9/LOGOTIPO VAZQUEZ- 720x540.png
3,JUZ9,Juzgado,Juzgados  ,Barandilla juzgado nogal balaustres de 1´80 metros,180,7,100,https://atrezzovazquez.es/admin/img_prod/JUZ9/JUZ9-720x540.png
4,QIN9,Quinqués,,Quinqué pequeño cristal blanco con asa,1,1,1,https://atrezzovazquez.es/admin/img_prod/QIN9/QIN9-720x540.png
5,MOU9,Mobiliario urbano,Calle  ,Carcasa cajero automático gris,0,0,0,https://atrezzovazquez.es/admin/img_prod/MOU9/MOU9-1-720x540.png
6,LOG9,Logicine,Despacho  Estudio  ,Silla giratoria de madera,47,45,90,https://atrezzovazquez.es/admin/img_prod/LOG9/SIL442-1-720x540.png
7,CDM9,Centro de mesa,Adorno  ,Centro de mesa cobrizado con tapa,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM9/CDM9-720x540.png
8,PAP9,Papelera,,Papelera de alambre,0,0,0,https://atrezzovazquez.es/admin/img_prod/PAP9/PAP9-720x540.png
9,FIG9,Figuras,Adorno  ,Figura de escayola grande tortuga,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG9/FIG9-720x540.png
10,PLA9,Playa,Hamaca  Jardín  ,Hamaca de madera con ruedas pintada blanca,0,0,0,https://atrezzovazquez.es/admin/img_prod/PLA9/PLA9-1-720x540.png
11,REG9,Religión,Cruces  Religioso  ,Crucifijo de pared grande escayola,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG9/REG9-720x540.png
12,RU9,Rural,Oficios  Rústico  ,Piedra de afilar antigua,75,56,100,https://atrezzovazquez.es/admin/img_prod/RU9/RU9-1-720x540.png
13,BUZ9,Buzones,Americano  Calle  ,Buzón americano de aluminio con pie,48,17,120,https://atrezzovazquez.es/admin/img_prod/BUZ9/BUZ9-1-720x540.png
14,ALA10,Alacena,Cocina  ,Alacena de cocina de colgar puertas con celosía,65,41,58,https://atrezzovazquez.es/admin/img_prod/ALA10/ALA10-720x540.png
15,ALF10,Alfombra,Comedor  Salón  ,Alfombra dibujos marrones,220,160,1,https://atrezzovazquez.es/admin/img_prod/ALF10/ALF10-720x540.png
16,AFC10,Alfombra de cama,Dormitorio  ,Alfombrín cama tonos marrones,110,60,1,https://atrezzovazquez.es/admin/img_prod/AFC10/AFC10-720x540.png
17,AP10,Aparador,Inglesa  Comedor  ,Aparador inglés caoba y marquetería,190,44,82,https://atrezzovazquez.es/admin/img_prod/AP10/AP10-1-720x540.png
18,ARC10,Arcon,Arabe  Dormitorio  ,Arcón árabe skay rojo con tachuelas y patas,1,1,1,https://atrezzovazquez.es/admin/img_prod/ARC10/ARC10-1-720x540.png
19,AR10,Armario,Dormitorio  ,Armario nogal 2 puertas (1 espejo) y cajones,153,55,235,https://atrezzovazquez.es/admin/img_prod/AR10/AR10-1-720x540.png
20,ARM10,Armero,Medieval  ,Porta-lanzas recortado,65,25,83,https://atrezzovazquez.es/admin/img_prod/ARM10/ARM10-1-720x540.png
21,ATD10,Ataud,,Ataúd auténtico caoba con crucifijo,62,197,52,https://atrezzovazquez.es/admin/img_prod/ATD10/ATD10-1-720x540.png
22,ATR10,Atril,Gótico  Religioso  ,Atril gótico nogal tallado,48,33,88,https://atrezzovazquez.es/admin/img_prod/ATR10/ATR10-1-720x540.png
23,BAC10,Banco,,Banco tapizado terciopelo patas rectas,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAC10/BAC10-720x540.png
24,BAN10,Banqueta,Inglesa  ,Banqueta inglesa caoba tela rameada,145,45,54,https://atrezzovazquez.es/admin/img_prod/BAN10/BAN10-1-720x540.png
25,M10,Mesa,Jardín  ,Mesa de jardín 3 patas tapa madera,69,69,70,https://atrezzovazquez.es/admin/img_prod/M10/M10-1-720x540.png
26,BA10,Baño,Bañera  ,Bañera fibra pintada,175,77,72,https://atrezzovazquez.es/admin/img_prod/BA10/BA10-1-720x540.png
27,BAR10,Bargueño,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/BAR10/LOGOTIPO VAZQUEZ- 720x540.png
28,BRL10,Barril,Bidón  ,Bidón de chapa cilíndrico gris sin tapa,59,59,87,https://atrezzovazquez.es/admin/img_prod/BRL10/BRL10-1-720x540.png
29,BAS10,Bascula,Farmacia  Hospital  ,Báscula de farmacia digital,32,50,228,https://atrezzovazquez.es/admin/img_prod/BAS10/BAS10-720x540.png
30,BAU10,Baul,Almacenaje  Viaje  ,Baúl tapa recta pintada marrón,70,37,38,https://atrezzovazquez.es/admin/img_prod/BAU10/BAU10-1-720x540.png
31,BEB10,Bebé,Cochecito  ,Cochecito de bebé azul y niquelado,106,50,94,https://atrezzovazquez.es/admin/img_prod/BEB10/BEB10-1-720x540.png
32,ESC10,Escaleras,Almacenaje  ,Escalera de 1 subida de madera,56,5,225,https://atrezzovazquez.es/admin/img_prod/ESC10/ESC10-720x540.png
33,BIO10,Biombo,Dormitorio  ,Biombo 4 hojas tapizado tela barcos,180,4,160,https://atrezzovazquez.es/admin/img_prod/BIO10/BIO10-720x540.png
34,BRA10,Brasero,Descatalogado  ,DESCATALOGADO,0,0,0,https://atrezzovazquez.es/admin/img_prod/BRA10/LOGOTIPO VAZQUEZ- 720x540.png
35,CAB10,Caballete,Pintor  ,Caballete de pintor 3 pies pintado,70,70,175,https://atrezzovazquez.es/admin/img_prod/CAB10/CAB10-720x540.png
36,CAR10,Caja registradora,Tienda  ,Caja registradora con cajón grande,40,45,30,https://atrezzovazquez.es/admin/img_prod/CAR10/CAR10-1-720x540.png
37,CAJ10,Caja,Almacenaje  Cajas  ,Caja de embalaje de madera con tapa,1,1,1,https://atrezzovazquez.es/admin/img_prod/CAJ10/CAJ10-720x540.png
38,CA10,Cama,Cabecero  Dormitorio  ,Cabecero para somier de 120 cerezo con mueble lateral,170,15,85,https://atrezzovazquez.es/admin/img_prod/CA10/CA10-1-720x540.png
39,REC10,Reclinatorio,Iglesia  Religioso  ,Reclinatorio madera dorado recortado calado,52,40,82,https://atrezzovazquez.es/admin/img_prod/REC10/REC10-1-720x540.png
40,CARR10,Carretilla,Mercado  Rústico  ,Carro de madera con rueda de bicicleta,125,68,93,https://atrezzovazquez.es/admin/img_prod/CARR10/CARR10-1-720x540.png
41,CSE10,Carro de servicio,Cocina  Comedor  Salón  ,Carro servicio metal y cristal con asa.,75,46,67,https://atrezzovazquez.es/admin/img_prod/CSE10/CSE10-1-720x540.png
42,CH10,Chaiselongue,Salón  ,Chaiselonge tubo tapizada tela brillante.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CH10/CH10-1-720x540.png
43,CO10,Cocinas,Electrodomestico  ,Horno de hierro eléctrico con patas,34,31,33,https://atrezzovazquez.es/admin/img_prod/CO10/CO10-1-720x540.png
44,COM10,Comoda,Dormitorio  ,Cómoda dos tonos y marquetería 4 cajones,100,46,103,https://atrezzovazquez.es/admin/img_prod/COM10/COM10-1-720x540.png
45,CON10,Consola,Recibidor  Imperio  ,Consola imperio nogal 4 patas con tapa mármol blanco,120,34,87,https://atrezzovazquez.es/admin/img_prod/CON10/CON10-1-720x540.png
46,CU10,Cuadro,Batalla  ,Cuadro marco dorado liso fotografía Batalla (Autor Tintoreto),310,5,190,https://atrezzovazquez.es/admin/img_prod/CU10/CU10-720x540.png
47,ANU10,Carteles y anuncios,Tienda  ,Cartel antiguo chapa anuncio americano,15,1,15,https://atrezzovazquez.es/admin/img_prod/ANU10/ANU10-720x540.png
0,ESP10,Espejo,Atrezzo baño  ,Espejo  de baño forma con repisa,60,10,70,https://atrezzovazquez.es/admin/img_prod/ESP10/ESP10-720x540.png
1,ES10,Estanteria,Rústico  ,Estantería madera tabla y listones,123,25,180,https://atrezzovazquez.es/admin/img_prod/ES10/ES10-1-720x540.png
2,EST10,Estufa,Calefaccion  ,Radiador antiguo con rejilla y patas,66,20,63,https://atrezzovazquez.es/admin/img_prod/EST10/EST10-720x540.png
3,ESTAT10,Estatua,Griego  ,Estatua de escayola torso mujer griego,40,22,100,https://atrezzovazquez.es/admin/img_prod/ESTAT10/ESTAT10-1-720x540.png
4,GN10,Galan de noche,Dormitorio  ,Galán de noche nogal torneado,50,37,120,https://atrezzovazquez.es/admin/img_prod/GN10/GN10-1-720x540.png
5,AGU10,Aguamaniles,Dormitorio  ,Jarra de aguamanil cobrizada,1,1,1,https://atrezzovazquez.es/admin/img_prod/AGU10/AGU10-720x450.png
6,F10,Fichero,Americano  Despacho  ,Fichero madera con ruedas persiana y cajón,41,63,81,https://atrezzovazquez.es/admin/img_prod/F10/F10-1-720x540.png
7,MUS10,Instrumentos musicales,Musica  ,Funda de violonchelo de madera,50,21,120,https://atrezzovazquez.es/admin/img_prod/MUS10/MUS10-720x540.png
8,ADO10,Adornos,Salón  ,Adorno pared tabla con pez,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO10/ADO10-720x540.png
9,DPT10,Deporte,Boxeo  Gimnasio  ,Putching de boxeo peana de hierro redonda,40,40,140,https://atrezzovazquez.es/admin/img_prod/DPT10/DPT10-720x540 (2).png
10,LAM10,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa columna cilíndrica,0,0,0,https://atrezzovazquez.es/admin/img_prod/LAM10/LAM10-720x540.png
11,FUM10,Artículos de fumador,Cartuja  Cenicero  ,Cenicero grande loza blanca y azul tipo cartuja,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM10/FUM10-720x540.png
12,ASP10,Aspiradoras,Electrodomestico  ,Aspiradora azul recta,1,1,1,https://atrezzovazquez.es/admin/img_prod/ASP10/ASP10-720x540.png
13,AZP10,Azulejos y platos de pared,Decoración  ,Platos de colgar de pared metal grabados diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/AZP10/AZP10-720x540.png
14,BAD10,Bandejas,,Bandeja plateada grabada y caoba pequeña,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD10/BAD10-720x540.png
15,BYC10,Atrezzo de bar y cafetería,Bar y cafetería  ,Botellas cristal transparente panzudas antiguas,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC10/BYC10(BAR10-720x540).png
16,COL10,Atrezzo colegio,Colegio  ,Cartera de colegio dibujos cachemir,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL10/COL10-720x540.png
17,DES10,Atrezzo despacho,Despacho  Escribanías y tinteros  ,Escribanía de loza dibujos rosas Talavera,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES10/DES10-720x540.png
18,CST10,Moda y costura,Costurero  ,Costurero de madera de mano,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST10/CST10-720x540.png
19,CEM10,Cementerio,Cruces  ,Cruz de cementerio figurada piedra,45,43,110,https://atrezzovazquez.es/admin/img_prod/CEM10/CEM10-1-720x540.png
20,CHI10,Chimenea,,Par de morillos de hierro remate metal.,1,1,86,https://atrezzovazquez.es/admin/img_prod/CHI10/CHI10-720x540.png
21,CRI10,Cristalería,,Copas de cristal rayado de champan,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI10/CRI10-720x540.png
22,MC10,Macetero,Bambú  Jardín  ,Macetero bambú 3 pies tapa tela tápiz,40,40,93,https://atrezzovazquez.es/admin/img_prod/MC10/MC10-1-720x540.png
23,ME10,Mesilla,Dormitorio  ,Mesilla crema 2 cajones y patas torneadas,47,32,60,https://atrezzovazquez.es/admin/img_prod/ME10/ME10-1-720x540.png
24,VET10,Ventilador,,Ventilador de mesa aspas rojas,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET10/VET10-720x540.png
25,REL10,Reloj,Salón  ,Reloj de pared de madera esfera redonda con péndulo soporte forma,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL10/REL10-720x540.png
26,TEL10,Telefonía,,Teléfono de transmisiones,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL10/TLF10-720x540.png
27,MYN10,Maletas y neceseres de viaje,Viaje  ,Maleta antigua cuero cierres metal,68,22,42,https://atrezzovazquez.es/admin/img_prod/MYN10/MYN10-720x540.png
28,MYC10,Maletines y carteras,,Maletines de ejecutivo skay,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYC10/MYC10-720x540.png
29,LYR10,Libros y revistas,,Libros antiguos encuadernación  tela,0,0,0,https://atrezzovazquez.es/admin/img_prod/LYR10/LYR10-720x540.png
30,TOC10,Objetos de tocador,Tocador  ,Juego de tocador plateado grabado (espejo y cepillo de pelo),0,0,0,https://atrezzovazquez.es/admin/img_prod/TOC10/TOC10-720x540.png
31,VAJ10,Vajilla,Cocina  ,Platos de loza dibujos frutas,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAJ10/VAJ10-720x540.png
32,JUG10,Juguetes,Juguete  ,Juguete antiguo Heladora eléctrica con su caja,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG10/JUG10-720x540.png
33,JAR10,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra madera y cuerda,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR10/JAR10-720x540.png
34,TYV10,Televisores y vídeos,Televisor  ,"Televisor 19"" caja madera Werner blanco y negro (funcionando)",60,35,45,https://atrezzovazquez.es/admin/img_prod/TYV10/TYV10-2-720x540.png
35,MYS10,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces medianos caja madera frontal tela clara,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS10/MYS10-720x540.png
36,TP10,Tapices y estandartes,Palacio  ,Repostero fieltro rojo con escudo franquista con fleco,170,0,210,https://atrezzovazquez.es/admin/img_prod/TP10/TP10 (ESD42-720x540).png
37,ML10,Librería,Despacho  Jacobino  ,Librería de despacho jacobina parte central vidriera,127,44,158,https://atrezzovazquez.es/admin/img_prod/ML10/ML10-1-720x540.png
38,MED10,Atrezzo medicina,Hospital  Medicina  ,Bandejas de acero de hospital,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED10/MED10-720x540.png
39,HOS10,Hospitales,Hospital  Medicina  ,Cama hospital tubo blanco,0,0,0,https://atrezzovazquez.es/admin/img_prod/HOS10/HOS10-720x540.png
40,VAA10,Atrezzo vario,,Linterna antigua chapa negra con asa,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA10/VAA10-720x540.png
41,GRA10,Gramófonos y gramolas,Musica  ,Gramófono caja nogal incrustraciones metal con bocina,0,0,0,https://atrezzovazquez.es/admin/img_prod/GRA10/GRA10-720x540.png
42,AST10,Atrezzo astronomia,Optica  ,Prismáticos antiguos,1,1,1,https://atrezzovazquez.es/admin/img_prod/AST10/AST10-720x540.png
43,SI10,Sillón,Despacho  Frances  Salón  ,Sillón Luis XV nogal tapizado cuero repujado,58,55,100,https://atrezzovazquez.es/admin/img_prod/SI10/SI10-1-720x540.png
44,RAD10,Radios,,Radio antigua caja nogal 4 mandos Iberia,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD10/RAD10-720x540.png
45,JAM10,Jamuga,Medieval  ,Jamuga galápago nogal,72,39,99,https://atrezzovazquez.es/admin/img_prod/JAM10/JAM10 (HAY 5) 720x540.png
46,MV10,Muebles varios,Inglesa  Mueble bar  ,Mueble bar inglés caoba interior con espejo,70,40,140,https://atrezzovazquez.es/admin/img_prod/MV10/MV10-5-720x540.png
47,JAU10,Jaula,,Jaula árabe de bola de alambre y madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/JAU10/JAU10-720x540.png
0,JUE10,Juego,Bar y cafetería  Casino  ,Máquina tragaperras (se enciende),47,51,136,https://atrezzovazquez.es/admin/img_prod/JUE10/JUE10-1-720x540.png
1,SIL10,Silla,Comedor  Isabelino  Salón  ,Silla isabelina negra tapizada damasco rojo,48,46,96,https://atrezzovazquez.es/admin/img_prod/SIL10/SIL10-1-720x540.png
2,MEC10,Mecedora,,Sillón basculante caoba con cojines,62,75,95,https://atrezzovazquez.es/admin/img_prod/MEC10/MEC10-1-720x540.png
3,MOS10,Mostrador,Bar y cafetería  Tienda  ,Mostrador con tablas de pino y tachuelas,128,41,113,https://atrezzovazquez.es/admin/img_prod/MOS10/MOS10-1-720x540.png
4,LOG10,Logicine,Despacho  ,Banqueta giratoria hierro y madera,32,32,55,https://atrezzovazquez.es/admin/img_prod/LOG10/LOG10-1-720x540.png
5,S10,Sofá,Frances  Salón  ,Sofá Luis XV dorado tapizado morado,150,57,95,https://atrezzovazquez.es/admin/img_prod/S10/S10-720x540.png
6,ILU10,Iluminación,,Pantalla fluorescente gris punta redonda de 1,1,1,1,https://atrezzovazquez.es/admin/img_prod/ILU10/ILU10-720x540.png
